AES,"GYNECOMASTIA REDUCTION,SIMPLE",140,310,225.0,85.0,2
AES,"Suction lipectomy > 10%,payself",205,205,205.0,0.0,1
AES,"Augmentaion mammoplasty,endo,co",495,495,495.0,0.0,1
AES,"Rhinoplasty revision,each stitc",50,50,50.0,0.0,1
AES,"Mammoplasty capsulectomy, unil",55,55,55.0,0.0,1
AES,"Augmentation Rhino., restrength",32,32,32.0,0.0,1
CRS,"Enterostomy (Colostomy, Jujunos",15,585,96.3,67.06,323
CRS,Radical Proctotectomy & pelvic l,20,600,221.88,100.55,164
CRS,Wound Repair - Large,15,170,62.39,41.6,18
CRS,Laparosco. colectomy&anastomosis,116,605,236.38,79.21,213
CRS,Painless colonoscopy,0,124,26.27,15.84,613
CRS,"Colectomy, radiacl hemicolectom",39,870,226.37,97.8,140
CRS,Colectomy+anastomosis+LN dissec,56,601,200.07,96.59,162
CRS,Hermod wedge,5,145,49.12,24.52,224
CRS,"Fistulectomy,subcutaneous",1,180,42.67,24.07,148
CRS,Colon fiberoscopy,5,110,28.79,18.22,98
CRS,Exploratory laparotomy,5,860,168.69,105.47,776
CRS,Closure loop enterostomy/clolst,20,297,105.15,41.78,268
CRS,"Colectomy, APR",130,680,332.54,135.39,37
CRS,Laparoscopic sigmoid&anastomosis,85,535,225.23,74.13,39
CRS,Fistulotomy & hemorrhoidectomy,2,125,30.19,17.61,262
CRS,"Intra. incision & drainage, sim",35,50,42.5,7.48,2
CRS,"Electro cauterization,simple",2,85,29.49,19.0,37
CRS,"Tracheostomy, mediastinal",30,515,102.7,125.07,27
CRS,"Colectomy, partial & anastomosis",65,745,232.86,132.56,44
CRS,Fistulotomy subcutaneous,35,87,54.2,18.13,5
CRS,Primary rectovaginal fistula re,55,110,90.0,20.92,4
CRS,Wound Repair - Middle,20,130,57.48,32.38,21
CRS,"Ex. Sacro-cyg tumor, Benign",25,80,54.5,24.76,4
CRS,Check anal or colon bleeding,10,35,27.75,9.01,8
CRS,Colonoscopic polypectomy,30,105,60.25,27.52,4
CRS,ESD < 3cm,15,345,106.43,68.42,56
CRS,Removal Retroperit tumor - Beni,175,235,205.0,30.0,2
CRS,"Hemorrhoidectomy, external",20,65,40.2,15.03,5
CRS,"Electro cauterization,com.",7,55,29.33,17.2,12
CRS,Colo-anal anastomosis,95,496,238.79,114.05,28
CRS,Enterolysis + Bypass,145,395,228.0,89.76,5
CRS,"Closure fistula,reco-vesical",190,190,190.0,0.0,1
CRS,"CRS, Painless scopy (payself)",20,25,22.5,2.45,2
CRS,Excision soft & hard tumor<2 cm,15,271,54.24,58.23,17
CRS,"Electro-cauterization, perianal",9,50,28.5,13.42,12
CRS,Re. recto-vaginal fistula repair,20,45,32.5,12.49,2
CRS,"Colectomy, Hartmann's operation",113,315,229.08,66.46,12
CRS,"By pass, ileo-colostomy",230,230,230.0,0.0,1
CRS,Rectoplasty for stric. or sten.,5,70,22.0,20.49,7
CRS,"Papillectomy, Anal - single",15,30,21.75,6.8,4
CRS,"DaVinci-Colectomy,low anterior a",190,446,317.0,104.52,3
CRS,Fasciotomy complicate,2,225,76.23,48.33,86
CRS,"Rectopexy, perineal & Abdominal",120,220,170.0,50.0,2
CRS,"Revi. Colostomy/Enterostomy,sim",15,40,27.5,12.49,2
CRS,"Rectal prolapse, perineal",185,200,193.33,6.19,3
CRS,Drainage peri-or pararanal abs.,55,55,55.0,0.0,1
CRS,Revi. colostomy/enterostomy com.,18,140,66.29,46.8,7
CRS,Cl enter/colos.&resec.&anasto.l,305,305,305.0,0.0,1
CRS,Lapa. Sigmoid colon cancer R.&A.,55,380,192.03,59.22,39
CRS,ESD 3-5cm,460,460,460.0,0.0,1
CRS,"Colectomy, Hartmann s operation",140,140,140.0,0.0,1
CRS,"Colectomy,low anterior anastomo",133,160,146.0,11.05,3
CRS,Infusion A-port,60,110,77.75,15.33,8
CRS,"Subt colectomy, I-R anast.",675,675,675.0,0.0,1
CRS,"Colectomy T./S.,malignant tumor",145,547,301.17,130.48,6
CRS,End-to-end anastomosis,125,300,213.33,71.45,3
CRS,Drain Pelvic Abscess,53,221,109.67,78.73,3
CRS,Repair of rectal fistula,25,145,85.13,38.77,8
CRS,Colectomy & proctectomy &ileost,450,450,450.0,0.0,1
CRS,Condyloma Excision & Cauterizat,35,35,35.0,0.0,1
CRS,Excision biopsy-normal,15,15,15.0,0.0,1
CRS,"Da Vinci S use fee, LAR",315,375,353.33,27.17,3
CRS,Partial anoplasty - Hemorrhoids,35,35,35.0,0.0,1
CRS,Internal hemorrhoid ligation,25,70,47.5,22.49,2
CRS,"Closure intest fistula,enter-co",20,35,27.5,7.48,2
CRS,Sphincterortomy Anal,30,40,35.0,5.0,2
CRS,Laparosco. colectomy&anastomosi,134,355,213.49,49.34,67
CRS,Lapa. Sigmoid colon cancer R.&A,70,605,216.83,81.81,178
CRS,Transanal drainage of pelvic abs,38,75,56.5,18.49,2
CRS,Fissurectomy Anal,30,54,43.0,9.9,3
CRS,Excision of sken's cyst,40,40,40.0,0.0,1
CRS,Closure of colon fistula-others,185,420,302.5,117.5,2
CRS,Paraaortic lymph node dissection,245,245,245.0,0.0,1
CRS,"Colectomy, transverse",343,343,343.0,0.0,1
CRS,"Sacrococcygeal tumor, excision",41,47,44.0,3.0,2
CRS,ESD > 5cm,97,97,97.0,0.0,1
CS,Thoracoscopic lobectomy,50,525,195.76,57.64,445
CS,Thorecoscopic Mediastin-tumor>5,60,275,133.89,47.75,66
CS,"Thoracoscopic Resec. Lung, wedge",10,460,101.23,45.14,691
CS,Thoracoscopic decorticat. pleura,31,485,89.72,41.35,358
CS,Bronchoscopic excision of tumor,20,169,92.22,43.42,9
CS,Thoracoscopic esophagectomy,150,635,415.05,85.58,77
CS,Thoracoscopic Pericardial Window,35,205,91.91,34.06,57
CS,Chest wall resection < 10cm,45,135,77.88,27.06,8
CS,Malignant mediastinal tumor rese,100,376,223.6,77.04,20
CS,Radical lymphadenectomy-lobe,80,300,184.0,82.43,5
CS,Thoracoscopy with biopsy,30,150,73.0,35.12,9
CS,VATS with thoracic duct ligation,128,675,401.5,273.5,2
CS,Maximal thymothymectomy,150,225,190.0,29.37,4
CS,Teflon intracordal injection,25,130,59.5,34.63,6
CS,Intrapleural FB removal,135,150,142.5,7.48,2
CS,Thoracoscopic segmentectomy of l,80,290,181.25,52.71,68
CS,Thorecoscopic mediastin-tumor<5,50,160,98.79,25.64,56
CS,Maximal thymectomy,94,202,157.58,34.97,12
CS,Close of bronchial fistula,50,245,147.5,97.5,2
CS,Esophagectomy & reconstruction,345,345,345.0,0.0,1
CS,Decortication,75,95,85.0,10.0,2
CS,Benign mediastinal mass ex.>5cm,65,245,154.7,58.08,10
CS,Correction funnel/pigeon chest,85,833,160.93,187.34,14
CS,Exploratory thoracotomy,37,370,174.15,96.35,13
CS,"Pneumonolysis,intrapleural(extr",45,150,110.91,29.99,11
CS,Thoracoscopy resection bleb & pl,50,135,87.25,28.35,8
CS,Mediastinotomy,75,90,82.5,7.48,2
CS,Esophagogastric stent/cardiac,26,123,65.0,28.72,9
CS,Mediastinal/thoacic L.N. dissect,100,100,100.0,0.0,1
CS,Lobectomy of lung,125,280,201.25,61.68,4
CS,Repair of Diaphragmatic henia,80,205,169.67,43.99,6
CS,"D&C chest wall < 10cm, simple",25,60,42.5,12.49,4
CS,Closure intest fistula-enterocu,22,125,69.25,36.66,4
CS,Thoracoscopic pleurodesis,36,120,75.89,27.39,9
CS,P.D.for diaphragm eventration,200,200,200.0,0.0,1
CS,Benign mediastinal mass ex.<5cm,53,290,140.4,82.79,5
CS,Myotomy of Esophagus,175,175,175.0,0.0,1
CS,Thoracoscopic Esophagomyotomy(H),125,125,125.0,0.0,1
CS,Esophageal reconstruc.-gastric,435,470,452.5,17.49,2
CS,"Pectus Bar implantation, one",135,135,135.0,0.0,1
CS,Bronchoalveolar lavage,175,420,258.75,73.07,12
CS,"D&C chest wall > 10cm, cmo.",50,120,84.33,28.58,3
CS,Correction chest wall deformity>,90,125,107.5,17.49,2
CS,Median sternotomy,335,345,340.0,5.0,2
CS,Resection of blebs & pleurodesi,82,82,82.0,0.0,1
CS,"Ex. esophageal cancer, L.N.",543,543,543.0,0.0,1
CS,Segmental resection of lung,210,210,210.0,0.0,1
CS,"Ex. esophageal cancer+LN, sim.",205,205,205.0,0.0,1
CV,PTCA - Double vessels,55,62,58.5,3.46,2
CV,OTW&Monorail Carotid Wallstent,90,90,90.0,0.0,1
CV,"I/R permanent pacemaker, multipl",48,48,48.0,0.0,1
CVS,Cardiopulmonary bypass,285,760,480.93,150.01,28
CVS,Rem of SC in muscle or deep FB,0,565,48.6,47.89,301
CVS,TAPVR,185,410,267.22,61.9,9
CVS,A-V shunt for hemodialysis,5,445,76.24,44.29,991
CVS,Direct repair of Artery,30,225,140.6,59.51,10
CVS,CABG - three vessels,140,950,491.23,129.64,220
CVS,Single valve replacement,182,1585,403.91,154.41,275
CVS,CABG - one vessel,255,850,443.89,130.45,18
CVS,Ex.of vascular - peripheral,30,320,124.88,60.12,67
CVS,"Percardiotomy, radical",33,990,330.0,239.36,12
CVS,Exploration vascular,10,602,173.68,138.88,25
CVS,Vascular repair,35,625,178.28,114.59,46
CVS,Pericardiotomy with exploration,20,371,126.62,77.29,21
CVS,A-V bridge shunt,45,355,117.28,46.38,114
CVS,Descending Aortic Aneurysm,100,305,147.14,65.45,7
CVS,"Extracorporeal circulation, 1st",145,145,145.0,0.0,1
CVS,Ascending Aortic Aneurysm,390,1375,680.57,216.62,23
CVS,Expl. Pericardiotomy&check blee,60,785,166.72,118.03,53
CVS,Aortic Arch Aneurysm,90,1075,452.47,309.22,19
CVS,Valvular or/and annuloplasty,165,785,407.1,165.08,10
CVS,Abdominal Aortic Aneurysm infr.,50,801,248.35,159.24,20
CVS,PAPVR,117,345,244.83,78.06,6
CVS,A.S.D.,65,530,260.0,88.54,20
CVS,"I/R permanent pacemaker, single",25,185,91.0,49.74,17
CVS,Double valves replacement,330,895,563.95,132.06,21
CVS,Repair tetralogy of Fallot,230,799,403.52,128.65,42
CVS,Arteriao endarterectomy w/no byp,25,321,128.3,52.21,44
CVS,U & L limb Embolectomy,65,115,90.0,25.0,2
CVS,Carotid-subclavian bypass,260,270,265.0,5.0,2
CVS,"Ligat.& divis.& com.&saphenous,",55,439,186.24,70.7,45
CVS,PTA for PAOD,35,185,107.67,35.95,12
CVS,A-V fistula,15,218,106.0,57.3,13
CVS,B-T shunt of TF,105,410,215.83,88.29,29
CVS,CABG - two vessels,320,781,445.08,118.84,12
CVS,Repair VSD,135,580,257.71,100.06,68
CVS,Thoracoabdominal Aneurysm,100,295,186.67,81.07,3
CVS,Triple valves replacement,380,460,420.0,40.0,2
CVS,Endovascular Surgery,58,950,279.52,194.61,111
CVS,Femoropopliteal bypass,115,484,278.1,115.53,10
CVS,Fontan operation < 6-year-old,70,775,347.54,142.43,24
CVS,Repair ventricular aneurysmecto,550,620,585.0,35.0,2
CVS,PTA,5,252,54.19,46.44,89
CVS,Upper limb arteriography RT,20,20,20.0,0.0,1
CVS,"DCRV,double chamber right vent.",200,730,360.5,154.3,10
CVS,Remove FB of mediastinum (S),35,90,62.5,27.5,2
CVS,Abnormal coronary a. from PA,425,425,425.0,0.0,1
CVS,Abdominal Aortic Aneurysm supr.,115,280,197.5,82.5,2
CVS,Fontan operation > 6-year-old,310,793,509.38,145.02,8
CVS,Repair aorto-pulmonary window,303,380,352.67,35.17,3
CVS,Aneurysm of visceral artery,110,405,257.5,147.5,2
CVS,DaVinci-Single valve replacement,595,595,595.0,0.0,1
CVS,Coronary A-V fistula obliterati,225,360,292.5,67.5,2
CVS,Surgical obliteration for PDA,55,285,122.5,94.24,4
CVS,I.M.A.C. bypass on vein,314,500,404.44,72.36,9
CVS,TGA correction,445,992,659.38,151.83,13
CVS,"DaVinci use fee,3 LIMA takedown",715,1085,861.25,145.75,4
CVS,"DaVinci use fee, 4 arm MVR",470,920,721.67,187.54,3
CVS,CABG - 4 vessels,1060,1060,1060.0,0.0,1
CVS,Cross femoral-femoral bypass,835,835,835.0,0.0,1
CVS,"Suture,ligat/strip.minor varico",45,75,60.0,15.0,2
CVS,Standard varicose vein op.,31,389,150.3,98.75,33
CVS,"Ligat.& divis.& com./saphenous,",30,265,165.15,63.24,13
CVS,Aneurysm excision chest/abdomen,415,426,420.5,5.48,2
CVS,I/R pacemaker&elec.by thoracoto,60,192,132.33,54.62,3
CVS,Rewire procedure for sternotomy,15,347,93.0,106.56,11
CVS,"Explor. cardiotomy, removal F.B",102,448,259.2,104.5,10
CVS,Upper limb venography RT,10,10,10.0,0.0,1
CVS,Art. enda. without bypass graft,135,135,135.0,0.0,1
CVS,Excision of tumor intracardiac,215,490,278.5,79.85,10
CVS,Interruption of Aorta,305,846,575.5,270.5,2
CVS,"BIOPSY FORCEPS,ENDOMYOCADIAL",40,50,43.33,4.69,3
CVS,"DaVinci use fee,4 arm ASD repair",605,605,605.0,0.0,1
CVS,Surgery for A type aortic dissec,543,1278,820.7,164.63,43
CVS,"Permanent cath. implant, j-vein",20,155,62.65,36.49,77
CVS,"Axillar-Femoral bypass,left",610,610,610.0,0.0,1
CVS,Abdominal aortography,40,95,67.5,27.5,2
CVS,PTCR vasculer/intracardiac F.B.,24,24,24.0,0.0,1
CVS,Mediastinotomy or/+ drain (S),25,430,203.33,168.83,3
CVS,Arteriao enda. with bypass graft,105,550,277.0,195.2,3
CVS,Percardiotomy window-subzyphoid,80,150,115.0,35.0,2
CVS,CVP catheter intubation,55,55,55.0,0.0,1
CVS,TAE,318,318,318.0,0.0,1
CVS,Creation A.S.D. inflow occlusio,181,181,181.0,0.0,1
CVS,Pulmonary artery banding,75,83,79.0,4.0,2
CVS,Lower limb arteriography BILAT,52,52,52.0,0.0,1
CVS,Superior venacavography,80,80,80.0,0.0,1
CVS,CABG - five vessels,449,449,449.0,0.0,1
CVS,A-V bridge shunt&re.of dysfunct,75,191,124.0,40.98,5
CVS,RF ablation for varicose vein,45,410,137.72,86.7,29
CVS,Ligat.& divis.sapheno-popliteal,158,158,158.0,0.0,1
CVS,CABG - four vessels,470,470,470.0,0.0,1
CVS,Bentall's operation,472,600,509.5,52.56,4
CVS,RF ablation for AF,61,61,61.0,0.0,1
CVS,DaVinci-CABG - three vessels,655,655,655.0,0.0,1
CVS,TAVI,143,388,205.44,70.34,9
CVS,Pulmonary artery embolectomy,318,586,452.0,134.0,2
CVS,AOS,75,156,100.57,27.45,7
CVS,VAD implantation,520,520,520.0,0.0,1
CVS,Left Atrial Appendage occusion,130,130,130.0,0.0,1
CVS,Thrombectomy,113,113,113.0,0.0,1
CVS,Heart implantation,1340,1340,1340.0,0.0,1
DENT,M-vascular free flap - Cutaneous,46,975,523.72,169.8,100
DENT,Fasciectomy Necro.inf.med,19,205,59.86,33.54,99
DENT,Saucerization & sequestrectomy,30,250,101.8,53.33,40
DENT,Implant surgery I,175,375,291.67,84.98,3
DENT,Fasciectomy Necro.inf.large,13,365,79.28,55.91,274
DENT,Ex.tumor mass bone & joint,10,195,66.26,39.07,54
DENT,"Cystic enucleation, middle 2-4c",40,185,95.21,32.4,63
DENT,Mandible - O.R. simple,25,460,145.62,94.72,47
DENT,TMJ Dislocation C.R. with fixat,5,5,5.0,0.0,1
DENT,Deep neck incision & drainage,14,205,78.17,41.94,42
DENT,Ex of nasopalatine cyst,15,115,65.46,31.29,28
DENT,I & D - Extraoral,24,120,75.27,35.47,11
DENT,Mod. Le Fort III Osteotomy,275,275,275.0,0.0,1
DENT,Posterior composite resin - 3,165,315,238.0,55.37,5
DENT,"S.O. of impacted tooth,bur-D.",32,335,98.94,78.72,33
DENT,Facial augmentation&biomateria,115,385,240.0,111.13,3
DENT,C-W-L operation (unil),75,235,155.0,80.0,2
DENT,CR & wire - Both arches,125,125,125.0,0.0,1
DENT,"Complex Extraction, each tooth",20,305,95.94,50.97,96
DENT,Genioplasty no bone graft,140,435,310.0,124.57,3
DENT,PMMCF Reconstruction,100,540,238.31,106.46,13
DENT,"Release of scar contracture,neck",45,510,166.4,147.74,10
DENT,Coronoidectomy,70,235,145.83,55.03,6
DENT,"Cystic enucleation, small< 2 cm",55,163,80.77,29.29,13
DENT,Island Pedicle flap,55,450,191.5,137.27,8
DENT,Maxillo-Facial fr.O.R.-Le Fort I,90,165,133.33,31.7,3
DENT,Posterior composite resin - 1,310,310,310.0,0.0,1
DENT,Repair of tongue injury or woun,25,45,35.0,10.0,2
DENT,Le Fort I Osteotomy with graft,155,155,155.0,0.0,1
DENT,Maxillo-Facial O.R. - Le Fort II,95,400,210.08,101.88,12
DENT,Reduction malarplasty,200,200,200.0,0.0,1
DENT,Anterior composite resin 2surfa,475,475,475.0,0.0,1
DENT,TMJ Treatment (UNIL),65,235,150.0,85.0,2
DENT,"Milk tooth pulpectomy, multiple",175,330,245.0,40.23,19
DENT,Open reduction for fracture,235,235,235.0,0.0,1
DENT,Full Mouth Extraction,36,80,58.0,22.0,2
DENT,Repair of sinus fistula,75,75,75.0,0.0,1
DENT,Milk tooth pulpotomy,380,380,380.0,0.0,1
DENT,Canal enlarge & debridement,149,359,246.58,43.28,168
DENT,Milk tooth Extration,190,195,192.5,2.45,2
DENT,"S.O. of impacted tooth,chidel-D",45,70,57.5,12.49,2
DENT,Maxillo-Facial frac. O.R.-zygom,65,420,216.67,149.46,3
DENT,Posterior composite resin - 2,185,250,217.5,32.5,2
DENT,Sagittal splitting ramus-bilat,310,310,310.0,0.0,1
DENT,"Full mouth scaling, special",140,270,205.0,48.55,7
DENT,"Cystic enucleation, large > 4 c",90,90,90.0,0.0,1
DENT,"OP removal angle/ramus,maxillar",75,200,128.75,47.21,4
DENT,"Maxillo-Facial,condyle unil.",25,80,52.5,27.5,2
DENT,Flap repair(M)-tumor 4-16 cm2,85,290,138.2,76.52,5
DENT,Surgical pathology Level IV,80,165,122.5,42.5,2
DENT,Anterior teeth composite resin,220,290,255.0,35.0,2
DENT,Reconst JAW Bone graft,100,100,100.0,0.0,1
DENT,"Tumor excision, bone tumor > 2c",77,140,108.5,31.5,2
DENT,"Vestibuloplasty,total (one arch)",96,110,103.0,7.0,2
DENT,Complex EXT of decidous teeth,230,230,230.0,0.0,1
DENT,"Mandibulectomy, partial -tumor",90,715,402.5,312.5,2
DENT,Skin graft repair (S) -tumor,126,230,178.0,52.0,2
DENT,"Ridge augmentation, bone graft",250,280,265.0,15.0,2
DENT,Alveoloplasty > 1/2 arch,60,100,80.0,20.0,2
DENT,Endodontics- 2 canals,250,250,250.0,0.0,1
DENT,Milk tooth pulpectomy,330,330,330.0,0.0,1
DENT,Arthoplasty of T-M joint,930,930,930.0,0.0,1
DENT,Special Ant. compos. resin 3,290,290,290.0,0.0,1
DENT,Implant surgery II,315,365,340.0,25.0,2
DENT,Ligation of jugular venous,105,105,105.0,0.0,1
DENT,Facial augmentation&bone graft,120,120,120.0,0.0,1
DENT,"S.O. of impacted tooth,bur-C.",55,167,111.57,37.55,7
DENT,Skin graft repair (M) -tumor,140,520,239.6,141.74,5
DENT,Marsupialization,77,77,77.0,0.0,1
DENT,Arthroscopy-TMJ,410,410,410.0,0.0,1
DENT,"Simple Extraction, each tooth",79,79,79.0,0.0,1
DENT,Hard palate graft,149,149,149.0,0.0,1
DENT,TMJ Dislocation com. open reduc.,65,65,65.0,0.0,1
DENT,Flap repair(L)-tumor>16 cm2,260,260,260.0,0.0,1
DENT,"Tumor excision, bone tumor < 1c",65,65,65.0,0.0,1
DENT,Special Post. compos. resin 3,430,430,430.0,0.0,1
DENT,Flap repair(M)-tumor 4-16 cm2,102,102,102.0,0.0,1
ENT,ML,10,397,63.4,46.21,307
ENT,Tympanoplasty no mastoidectomy,5,550,159.23,73.03,388
ENT,Benign neck mass ex.-simple,5,365,67.4,44.98,225
ENT,ENT biopsy,3,126,26.97,24.33,38
ENT,Debridment 5-10cm,5,423,56.91,45.09,292
ENT,Biopsy of oral mucosa,0,185,18.24,21.5,396
ENT,CO2 Laser operation,0,70,14.45,11.96,295
ENT,Ex facial skin tumor-medium 1-2,0,435,34.14,45.59,132
ENT,I&D for auricular abs. or hema.,15,110,37.6,25.22,10
ENT,Soft tissue biopsy (deep),10,128,41.58,32.72,24
ENT,Nasopharyngenal biopsy,0,455,31.65,45.75,161
ENT,Change tracheostomy set,2,117,19.24,23.73,34
ENT,Myringotomy grommet tube ins,0,115,29.76,19.99,391
ENT,Tonsillectomy & Adenoidectomy,35,225,94.05,33.85,74
ENT,Paper myringoplasty,20,72,46.13,17.13,15
ENT,"Neck dissection, radical",57,850,279.31,138.92,128
ENT,Multiple sinusectomy,10,645,125.34,72.64,360
ENT,"Ex of tumor,benign,large/deep",10,981,85.51,80.36,367
ENT,"SMR + SMT, BILAT",20,175,62.68,26.92,256
ENT,Laryngo micro-surgery & CO2 las,2,438,100.88,64.81,147
ENT,"Laryngotracheal plasty, com.",20,595,91.56,60.95,106
ENT,UPPP,26,345,134.51,52.57,208
ENT,Oral excisional biopsy < 2 cm,0,115,14.46,16.83,50
ENT,Debridment < 5cm,5,465,42.38,44.06,204
ENT,S.M.T. - bilat,0,250,67.57,44.23,176
ENT,Ablation of Submaxillary Gland,50,302,109.84,43.78,69
ENT,"Radical thyroidectomy+LN ,unil.",90,555,244.49,92.28,98
ENT,Skull Base Tumor Surgery,55,2445,663.65,431.62,142
ENT,"Parotidectomy, total lebectomy",36,660,214.75,81.6,183
ENT,Cricopharyngeal myotomy,25,395,103.22,71.62,32
ENT,Submucous resection of septum,25,199,87.63,44.48,16
ENT,"Resection of platine tonsil, bi",22,250,84.28,37.57,169
ENT,"Subtotal thyroidectomy, unil",90,330,154.81,54.83,27
ENT,"Laryngotracheal plasty, sim.",40,130,83.7,24.69,30
ENT,"Tracheostomy, cervical",4,670,78.43,100.07,120
ENT,Excision of preauricular fistul,20,203,66.17,30.63,92
ENT,Mastoidectomy (modified),45,550,297.35,106.88,52
ENT,Ex of thyroglossal cyst,50,253,99.36,34.86,39
ENT,Nasal bone fracture - C.R.,25,330,60.11,55.64,27
ENT,"Removal foreign body,com.embeded",15,25,20.0,5.0,2
ENT,Glossectomy (partial),5,211,74.22,53.76,18
ENT,Gastrostomy,30,185,81.84,37.91,37
ENT,M-vascular free flap - Bone,45,1200,669.08,194.93,38
ENT,Excision of parotid tumor,45,595,197.69,106.48,49
ENT,Excision of nasal of tumor,10,170,54.45,48.18,11
ENT,Neck mass excision biopsy,20,263,62.58,37.41,59
ENT,Hemi.-vertical(lateral/anterior),65,735,212.86,195.99,14
ENT,Thyroid lobectomy,60,280,155.42,63.64,12
ENT,Meatoplasty & canaloplasty,25,250,156.0,59.12,12
ENT,Inferior turbinoplasty,5,245,52.28,50.56,29
ENT,Ex facial skin tumor-Small < 1cm,5,70,28.49,16.53,39
ENT,Ossiculoplasty,150,285,190.63,34.78,19
ENT,"Laryngectomy, total",92,930,451.47,205.82,17
ENT,Traumatic otoplasty,2,90,47.25,21.14,28
ENT,Stomaplasty,20,190,95.78,37.48,40
ENT,"Thyroid cartilage plasty, com.",65,189,114.13,25.69,32
ENT,"Benign neck mass< 5cm,simple",5,220,47.84,35.04,51
ENT,"Impact cerumen removal, unil",15,60,43.33,20.12,3
ENT,Biopsy/I&D of external ear cana,10,45,26.64,10.98,11
ENT,"Tympanoplasty, & radical cavity",140,490,314.83,124.52,6
ENT,"Ligation external,carotid arter",77,275,188.0,84.6,4
ENT,"Lysis synechia, nasal",10,175,33.53,36.44,17
ENT,Sialolithotomy.in gland,10,120,43.94,28.58,18
ENT,Laryngopharygectomy,110,2320,732.09,325.37,33
ENT,Sinuscopy,5,90,42.92,27.48,13
ENT,Laparoscopic gastrostomy,67,277,128.05,51.66,22
ENT,"Submandiblar gland, total",85,225,133.75,54.12,4
ENT,Palatoplasty with PF,15,140,65.0,54.01,3
ENT,Oral tumor excision with LN,155,775,370.0,286.56,3
ENT,"Re of ear canal tumor, micro",5,235,67.03,52.7,29
